Ticker	Fund Name	Issuer	Segment	Analyst Pick	Grade	E	T	F	Ticker	Fund Name	Asset Class	Region	Geography	Category	Focus	Niche	Inverse	Leveraged	ETN	Underlying Index	Selection Criteria	Weighting Scheme	Active per SEC	Ticker	Fund name	Dividend yield	P/E	P/B	Duration		Credit quality	YTM		Ticker	Fund name	Issuer	Expense ratio %	AUM	Spread	Segment	Ticker	Fund Name	Legal Structure	MAX LT Capital Gains Rate	Max ST Capital Gains Rate	Tax Reporting
XLF	Financial Select Sector SPDR Fund	State Street Global Advisors	Equity: U.S. Financials		A	94	98	89	XLF	Financial Select Sector SPDR Fund	Equity	North America	U.S.	Sector	Financials	Broad-based	No	No	No	S&P Financial Select Sector Index	Committee	Market Cap	No	XLF	Financial Select Sector SPDR Fund	2.56%	16.02	1.29		--	--    	--		XLF	Financial Select Sector SPDR Fund	State Street Global Advisors	0.14%	$23.39B	0.04%	Equity: U.S. Financials	XLF	Financial Select Sector SPDR Fund	Open-Ended Fund	20.00	39.60	1099
XLG	Guggenheim S&P 500 Top 50 ETF	Guggenheim	Equity: U.S. - Large Cap		A	96	94	92	XLG	Guggenheim S&P 500 Top 50 ETF	Equity	North America	U.S.	Size and Style	Large Cap	Broad-based	No	No	No	S&P 500 Top 50 Index	Market Cap	Market Cap	No	XLG	Guggenheim S&P 500 Top 50 ETF	1.97%	21.06	3.12		--	--    	--		XLG	Guggenheim S&P 500 Top 50 ETF	Guggenheim	0.20%	$606.25M	0.08%	Equity: U.S. - Large Cap	XLG	Guggenheim S&P 500 Top 50 ETF	Open-Ended Fund	20.00	39.60	1099
XLI	Industrial Select Sector SPDR Fund	State Street Global Advisors	Equity: U.S. Industrials		A	98	99	96	XLI	Industrial Select Sector SPDR Fund	Equity	North America	U.S.	Sector	Industrials	Broad-based	No	No	No	S&P Industrial Select Sector Index	Committee	Market Cap	No	XLI	Industrial Select Sector SPDR Fund	2.03%	21.35	4.27		--	--    	--		XLI	Industrial Select Sector SPDR Fund	State Street Global Advisors	0.14%	$10.80B	0.02%	Equity: U.S. Industrials	XLI	Industrial Select Sector SPDR Fund	Open-Ended Fund	20.00	39.60	1099
XLK	Technology Select Sector SPDR Fund	State Street Global Advisors	Equity: U.S. Technology		A	98	99	91	XLK	Technology Select Sector SPDR Fund	Equity	North America	U.S.	Sector	Technology	Broad-based	No	No	No	S&P Technology Select Sector Index	Committee	Market Cap	No	XLK	Technology Select Sector SPDR Fund	1.70%	21.10	4.00		--	--    	--		XLK	Technology Select Sector SPDR Fund	State Street Global Advisors	0.14%	$14.80B	0.02%	Equity: U.S. Technology	XLK	Technology Select Sector SPDR Fund	Open-Ended Fund	20.00	39.60	1099
XLP	Consumer Staples Select Sector SPDR Fund	State Street Global Advisors	Equity: U.S. Consumer Non-cyclicals		A	98	99	93	XLP	Consumer Staples Select Sector SPDR Fund	Equity	North America	U.S.	Sector	Consumer Non-cyclicals	Broad-based	No	No	No	S&P Consumer Staples Select Sector Index	Committee	Market Cap	No	XLP	Consumer Staples Select Sector SPDR Fund	2.54%	22.49	4.87		--	--    	--		XLP	Consumer Staples Select Sector SPDR Fund	State Street Global Advisors	0.14%	$8.40B	0.02%	Equity: U.S. Consumer Non-cyclicals	XLP	Consumer Staples Select Sector SPDR Fund	Open-Ended Fund	20.00	39.60	1099
XLRE	Real Estate Select Sector SPDR Fund	State Street Global Advisors	Equity: U.S. Real Estate		--	--	--	--	XLRE	Real Estate Select Sector SPDR Fund	Equity	North America	U.S.	Sector	Real Estate	Broad-based	No	No	No	Real Estate Select Sector Index	Committee	Market Cap	No	XLRE	Real Estate Select Sector SPDR Fund	4.23%	39.79	2.98		--	--    	--		XLRE	Real Estate Select Sector SPDR Fund	State Street Global Advisors	0.14%	$2.34B	0.03%	Equity: U.S. Real Estate	XLRE	Real Estate Select Sector SPDR Fund	Open-Ended Fund	20.00	39.60	1099
XLU	Utilities Select Sector SPDR Fund	State Street Global Advisors	Equity: U.S. Utilities		A	98	99	93	XLU	Utilities Select Sector SPDR Fund	Equity	North America	U.S.	Sector	Utilities	Broad-based	No	No	No	S&P Utilities Select Sector Index	Committee	Market Cap	No	XLU	Utilities Select Sector SPDR Fund	3.42%	28.63	1.75		--	--    	--		XLU	Utilities Select Sector SPDR Fund	State Street Global Advisors	0.14%	$6.72B	0.02%	Equity: U.S. Utilities	XLU	Utilities Select Sector SPDR Fund	Open-Ended Fund	20.00	39.60	1099
XLV	Health Care Select Sector SPDR Fund	State Street Global Advisors	Equity: U.S. Health Care		A	98	99	95	XLV	Health Care Select Sector SPDR Fund	Equity	North America	U.S.	Sector	Health Care	Broad-based	No	No	No	S&P Health Care Select Sector Index	Committee	Market Cap	No	XLV	Health Care Select Sector SPDR Fund	1.56%	19.82	3.36		--	--    	--		XLV	Health Care Select Sector SPDR Fund	State Street Global Advisors	0.14%	$14.53B	0.01%	Equity: U.S. Health Care	XLV	Health Care Select Sector SPDR Fund	Open-Ended Fund	20.00	39.60	1099
XLY	Consumer Discretionary Select Sector SPDR Fund	State Street Global Advisors	Equity: U.S. Consumer Cyclicals		A	98	99	92	XLY	Consumer Discretionary Select Sector SPDR Fund	Equity	North America	U.S.	Sector	Consumer Cyclicals	Broad-based	No	No	No	S&P Consumer Discretionary Select Sector Index	Committee	Market Cap	No	XLY	Consumer Discretionary Select Sector SPDR Fund	1.66%	20.46	4.73		--	--    	--		XLY	Consumer Discretionary Select Sector SPDR Fund	State Street Global Advisors	0.14%	$11.66B	0.01%	Equity: U.S. Consumer Cyclicals	XLY	Consumer Discretionary Select Sector SPDR Fund	Open-Ended Fund	20.00	39.60	1099
XM	Elkhorn S&P MidCap Materials Portfolio	Elkhorn	Equity: U.S. Basic Materials		--	--	--	--	XM	Elkhorn S&P MidCap Materials Portfolio	Equity	North America	U.S.	Sector	Basic Materials	Broad-based	No	No	No	S&P MidCap 400 Capped Materials Index	Committee	Market Cap	No	XM	Elkhorn S&P MidCap Materials Portfolio	--	--	--		--	--    	--		XM	Elkhorn S&P MidCap Materials Portfolio	Elkhorn	0.29%	$1.52M	0.37%	Equity: U.S. Basic Materials	XM	Elkhorn S&P MidCap Materials Portfolio	Open-Ended Fund	20.00	39.60	1099
XME	SPDR S&P Metals & Mining ETF	State Street Global Advisors	Equity: U.S. Metals & Mining		A	98	97	67	XME	SPDR S&P Metals & Mining ETF	Equity	North America	U.S.	Sector	Basic Materials	Metals & Mining	No	No	No	S&P Metals and Mining Select Industry Index	Market Cap	Equal	No	XME	SPDR S&P Metals & Mining ETF	0.95%	-15.35	2.53		--	--    	--		XME	SPDR S&P Metals & Mining ETF	State Street Global Advisors	0.35%	$946.52M	0.04%	Equity: U.S. Metals & Mining	XME	SPDR S&P Metals & Mining ETF	Open-Ended Fund	20.00	39.60	1099
XMLV	PowerShares S&P MidCap Low Volatility Portfolio	Invesco PowerShares	Equity: U.S. - Mid Cap		A	96	95	50	XMLV	PowerShares S&P MidCap Low Volatility Portfolio	Equity	North America	U.S.	Size and Style	Mid Cap	Broad-based	No	No	No	S&P MidCap 400 Low Volatility Index	Volatility	Volatility	No	XMLV	PowerShares S&P MidCap Low Volatility Portfolio	1.72%	24.34	2.42		--	--    	--		XMLV	PowerShares S&P MidCap Low Volatility Portfolio	Invesco PowerShares	0.25%	$794.12M	0.10%	Equity: U.S. - Mid Cap	XMLV	PowerShares S&P MidCap Low Volatility Portfolio	Open-Ended Fund	20.00	39.60	1099
XMPT	VanEck Vectors CEF Municipal Income ETF	Van Eck	Fixed Income: U.S. - Municipals		--	--	--	--	XMPT	VanEck Vectors CEF Municipal Income ETF	Fixed Income	North America	U.S.	Municipals	Broad Market	Broad Maturities	No	No	No	S-Network Municipal Bond Closed-End Fund Index	Market Value	Market Value	No	XMPT	VanEck Vectors CEF Municipal Income ETF	5.25%	--	--		--	--    	--		XMPT	VanEck Vectors CEF Municipal Income ETF	Van Eck	1.56%	$74.95M	0.32%	Fixed Income: U.S. - Municipals	XMPT	VanEck Vectors CEF Municipal Income ETF	Open-Ended Fund	20.00	39.60	1099
XOP	SPDR S&P Oil & Gas Exploration & Production ETF	State Street Global Advisors	Equity: U.S. Oil & Gas Exploration & Production		A	96	99	71	XOP	SPDR S&P Oil & Gas Exploration & Production ETF	Equity	North America	U.S.	Sector	Energy	Oil & Gas Exploration & Production	No	No	No	S&P Oil & Gas Exploration & Production Select Industry Index	Market Cap	Equal	No	XOP	SPDR S&P Oil & Gas Exploration & Production ETF	0.77%	-3.24	2.15		--	--    	--		XOP	SPDR S&P Oil & Gas Exploration & Production ETF	State Street Global Advisors	0.35%	$2.11B	0.02%	Equity: U.S. Oil & Gas Exploration & Production	XOP	SPDR S&P Oil & Gas Exploration & Production ETF	Open-Ended Fund	20.00	39.60	1099
XPH	SPDR S&P Pharmaceuticals ETF	State Street Global Advisors	Equity: U.S. Pharmaceuticals		A	94	96	31	XPH	SPDR S&P Pharmaceuticals ETF	Equity	North America	U.S.	Sector	Health Care	Pharmaceuticals	No	No	No	S&P Pharmaceuticals Select Industry Index	Market Cap	Equal	No	XPH	SPDR S&P Pharmaceuticals ETF	0.62%	364.20	2.34		--	--    	--		XPH	SPDR S&P Pharmaceuticals ETF	State Street Global Advisors	0.35%	$505.89M	0.08%	Equity: U.S. Pharmaceuticals	XPH	SPDR S&P Pharmaceuticals ETF	Open-Ended Fund	20.00	39.60	1099
XPP	ProShares Ultra FTSE China 50	ProShares	Leveraged Equity: China - Large Cap		--	--	--	--	XPP	ProShares Ultra FTSE China 50	Equity	Asia-Pacific	China	Size and Style	Large Cap	Broad-based	No	Yes	No	FTSE China 50 Index-USD NET	Hong Kong-listed	Market Cap	No	XPP	ProShares Ultra FTSE China 50	0.00%	--	--		--	--    	--		XPP	ProShares Ultra FTSE China 50	ProShares	0.95%	$29.23M	0.31%	Leveraged Equity: China - Large Cap	XPP	ProShares Ultra FTSE China 50	Open-Ended Fund	20.00	39.60	1099
XRLV	PowerShares S&P 500 ex-Rate Sensitive Low Volatility Portfolio	Invesco PowerShares	Equity: U.S. - Large Cap		A	95	82	76	XRLV	PowerShares S&P 500 ex-Rate Sensitive Low Volatility Portfolio	Equity	North America	U.S.	Size and Style	Large Cap	Broad-based	No	No	No	S&P 500 Low Volatility Rate Response Index	Technical	Volatility	No	XRLV	PowerShares S&P 500 ex-Rate Sensitive Low Volatility Portfolio	--	21.68	3.88		--	--    	--		XRLV	PowerShares S&P 500 ex-Rate Sensitive Low Volatility Portfolio	Invesco PowerShares	0.25%	$189.78M	0.21%	Equity: U.S. - Large Cap	XRLV	PowerShares S&P 500 ex-Rate Sensitive Low Volatility Portfolio	Open-Ended Fund	20.00	39.60	1099
XRT	SPDR S&P Retail ETF	State Street Global Advisors	Equity: U.S. Retail		A	96	99	42	XRT	SPDR S&P Retail ETF	Equity	North America	U.S.	Sector	Consumer Cyclicals	Retail	No	No	No	S&P Retail Select Industry Index	Market Cap	Equal	No	XRT	SPDR S&P Retail ETF	1.36%	93.19	3.23		--	--    	--		XRT	SPDR S&P Retail ETF	State Street Global Advisors	0.35%	$638.07M	0.03%	Equity: U.S. Retail	XRT	SPDR S&P Retail ETF	Open-Ended Fund	20.00	39.60	1099
XS	Elkhorn S&P MidCap Consumer Staples Portfolio	Elkhorn	Equity: U.S. Consumer Non-cyclicals		--	--	--	--	XS	Elkhorn S&P MidCap Consumer Staples Portfolio	Equity	North America	U.S.	Sector	Consumer Non-cyclicals	Broad-based	No	No	No	S&P MidCap 400 Capped Consumer Staples Index	Committee	Market Cap	No	XS	Elkhorn S&P MidCap Consumer Staples Portfolio	--	--	--		--	--    	--		XS	Elkhorn S&P MidCap Consumer Staples Portfolio	Elkhorn	0.29%	$1.50M	0.36%	Equity: U.S. Consumer Non-cyclicals	XS	Elkhorn S&P MidCap Consumer Staples Portfolio	Open-Ended Fund	0.00	0.00	1099
XSD	SPDR S&P Semiconductor ETF	State Street Global Advisors	Equity: U.S. Semiconductors		A	90	95	68	XSD	SPDR S&P Semiconductor ETF	Equity	North America	U.S.	Sector	Technology	Semiconductors	No	No	No	S&P Semiconductor Select Industry Index	Market Cap	Equal	No	XSD	SPDR S&P Semiconductor ETF	0.62%	170.66	2.67		--	--    	--		XSD	SPDR S&P Semiconductor ETF	State Street Global Advisors	0.35%	$303.25M	0.08%	Equity: U.S. Semiconductors	XSD	SPDR S&P Semiconductor ETF	Open-Ended Fund	20.00	39.60	1099
XSHD	PowerShares S&P SmallCap High Dividend Low Volatility Portfolio	Invesco PowerShares	Equity: U.S. - Small Cap		--	--	--	--	XSHD	PowerShares S&P SmallCap High Dividend Low Volatility Portfolio	Equity	North America	U.S.	Size and Style	Small Cap	Broad-based	No	No	No	S&P SmallCap 600 Low Volatility High Dividend Index	Multi-Factor	Dividend	No	XSHD	PowerShares S&P SmallCap High Dividend Low Volatility Portfolio	--	23.45	1.88		--	--    	--		XSHD	PowerShares S&P SmallCap High Dividend Low Volatility Portfolio	Invesco PowerShares	0.30%	$5.13M	0.52%	Equity: U.S. - Small Cap	XSHD	PowerShares S&P SmallCap High Dividend Low Volatility Portfolio	Open-Ended Fund	0.00	0.00	1099
XSLV	PowerShares S&P SmallCap Low Volatility Portfolio	Invesco PowerShares	Equity: U.S. - Small Cap		A	96	91	60	XSLV	PowerShares S&P SmallCap Low Volatility Portfolio	Equity	North America	U.S.	Size and Style	Small Cap	Broad-based	No	No	No	S&P SmallCap 600 Low Volatility Index	Volatility	Volatility	No	XSLV	PowerShares S&P SmallCap Low Volatility Portfolio	1.96%	25.09	2.11		--	--    	--		XSLV	PowerShares S&P SmallCap Low Volatility Portfolio	Invesco PowerShares	0.25%	$884.04M	0.16%	Equity: U.S. - Small Cap	XSLV	PowerShares S&P SmallCap Low Volatility Portfolio	Open-Ended Fund	20.00	39.60	1099
XSOE	WisdomTree Emerging Markets ex-State-Owned Enterprises Fund	WisdomTree	Equity: Emerging Markets - Total Market		F	59	37	86	XSOE	WisdomTree Emerging Markets ex-State-Owned Enterprises Fund	Equity	Emerging Markets	Emerging Markets	Size and Style	Total Market	Broad-based	No	No	No	WisdomTree Emerging Markets ex-State-Owned Enterprises Index	Principles-based	Market Cap	No	XSOE	WisdomTree Emerging Markets ex-State-Owned Enterprises Fund	1.36%	17.02	1.86		--	--    	--		XSOE	WisdomTree Emerging Markets ex-State-Owned Enterprises Fund	WisdomTree	0.58%	$2.25M	0.73%	Equity: Emerging Markets - Total Market	XSOE	WisdomTree Emerging Markets ex-State-Owned Enterprises Fund	Open-Ended Fund	20.00	39.60	1099
XSW	SPDR S&P Software & Services ETF	State Street Global Advisors	Equity: U.S. Software		B	95	69	41	XSW	SPDR S&P Software & Services ETF	Equity	North America	U.S.	Sector	Technology	Software	No	No	No	S&P Software & Services Select Industry Index	Market Cap	Equal	No	XSW	SPDR S&P Software & Services ETF	0.84%	56.30	4.93		--	--    	--		XSW	SPDR S&P Software & Services ETF	State Street Global Advisors	0.35%	$53.26M	0.19%	Equity: U.S. Software	XSW	SPDR S&P Software & Services ETF	Open-Ended Fund	20.00	39.60	1099
XT	iShares Exponential Technologies ETF	BlackRock	Equity: Global Technology		--	--	--	--	XT	iShares Exponential Technologies ETF	Equity	Global	Global	Sector	Technology	Broad-based	No	No	No	Morningstar Exponential Technologies Index	Proprietary	Equal	No	XT	iShares Exponential Technologies ETF	1.34%	66.98	3.26		--	--    	--		XT	iShares Exponential Technologies ETF	BlackRock	0.47%	$848.23M	0.17%	Equity: Global Technology	XT	iShares Exponential Technologies ETF	Open-Ended Fund	20.00	39.60	1099
XTH	SPDR S&P Technology Hardware ETF	State Street Global Advisors	Equity: U.S. Technology Equipment		--	--	--	--	XTH	SPDR S&P Technology Hardware ETF	Equity	North America	U.S.	Sector	Technology	Technology Equipment	No	No	No	S&P Technology Hardware Select Industry Index	Market Cap	Equal	No	XTH	SPDR S&P Technology Hardware ETF	--	149.58	2.71		--	--    	--		XTH	SPDR S&P Technology Hardware ETF	State Street Global Advisors	0.35%	$6.40M	0.61%	Equity: U.S. Technology Equipment	XTH	SPDR S&P Technology Hardware ETF	Open-Ended Fund	20.00	39.60	1099
XTL	SPDR S&P Telecom ETF	State Street Global Advisors	Equity: U.S. Telecommunications		A	95	84	25	XTL	SPDR S&P Telecom ETF	Equity	North America	U.S.	Sector	Telecommunications	Broad-based	No	No	No	S&P Select Telecom Index	Market Cap	Equal	No	XTL	SPDR S&P Telecom ETF	1.09%	414.95	2.46		--	--    	--		XTL	SPDR S&P Telecom ETF	State Street Global Advisors	0.35%	$73.89M	0.20%	Equity: U.S. Telecommunications	XTL	SPDR S&P Telecom ETF	Open-Ended Fund	20.00	39.60	1099
XTN	SPDR S&P Transportation ETF	State Street Global Advisors	Equity: U.S. Transportation		A	94	95	70	XTN	SPDR S&P Transportation ETF	Equity	North America	U.S.	Sector	Industrials	Transportation	No	No	No	S&P Transportation Select Industry Index	Market Cap	Equal	No	XTN	SPDR S&P Transportation ETF	0.65%	17.03	2.71		--	--    	--		XTN	SPDR S&P Transportation ETF	State Street Global Advisors	0.35%	$253.16M	0.10%	Equity: U.S. Transportation	XTN	SPDR S&P Transportation ETF	Open-Ended Fund	20.00	39.60	1099
XU	Elkhorn S&P MidCap Utilities Portfolio	Elkhorn	Equity: U.S. Utilities		--	--	--	--	XU	Elkhorn S&P MidCap Utilities Portfolio	Equity	North America	U.S.	Sector	Utilities	Broad-based	No	No	No	S&P MidCap 400 Capped Utilities & Telecom Services Index	Committee	Market Cap	No	XU	Elkhorn S&P MidCap Utilities Portfolio	--	--	--		--	--    	--		XU	Elkhorn S&P MidCap Utilities Portfolio	Elkhorn	0.29%	$1.49M	0.37%	Equity: U.S. Utilities	XU	Elkhorn S&P MidCap Utilities Portfolio	Open-Ended Fund	20.00	39.60	1099
XVZ	iPath S&P 500 Dynamic VIX ETN	Barclays Capital	Alternatives: Volatility		D	75	51	20	XVZ	iPath S&P 500 Dynamic VIX ETN	Alternatives	North America	U.S.	Tactical Tools	Volatility	Trend-Following	No	No	Yes	S&P 500 Dynamic VIX Futures Total Return Index	Single Asset	Technical	No	XVZ	iPath S&P 500 Dynamic VIX ETN	0.00%	--	--		--	--    	--		XVZ	iPath S&P 500 Dynamic VIX ETN	Barclays Capital	0.95%	$12.34M	0.58%	Alternatives: Volatility	XVZ	iPath S&P 500 Dynamic VIX ETN	Exchange-Traded Note	20.00	39.60	1099
XWEB	SPDR S&P Internet ETF	State Street Global Advisors	Equity: U.S. Internet		F	56	57	27	XWEB	SPDR S&P Internet ETF	Equity	North America	U.S.	Sector	Technology	Internet	No	No	No	S&P Internet Select Industry Index	Market Cap	Equal	No	XWEB	SPDR S&P Internet ETF	--	-96.77	4.52		--	--    	--		XWEB	SPDR S&P Internet ETF	State Street Global Advisors	0.35%	$5.96M	0.35%	Equity: U.S. Internet	XWEB	SPDR S&P Internet ETF	Open-Ended Fund	20.00	39.60	1099
XXV	iPath Inverse S&P 500 VIX Short-Term Futures ETN	Barclays Capital	Inverse Alternatives: Volatility		--	--	--	--	XXV	iPath Inverse S&P 500 VIX Short-Term Futures ETN	Alternatives	North America	U.S.	Tactical Tools	Volatility	S&P 500 Short-Term	Yes	No	Yes	S&P 500 VIX Short-Term Futures Index	Single Asset	Single Asset	No	XXV	iPath Inverse S&P 500 VIX Short-Term Futures ETN	0.00%	--	--		--	--    	--		XXV	iPath Inverse S&P 500 VIX Short-Term Futures ETN	Barclays Capital	0.89%	$431.59K	7.01%	Inverse Alternatives: Volatility	XXV	iPath Inverse S&P 500 VIX Short-Term Futures ETN	Exchange-Traded Note	20.00	39.60	1099
YANG	Direxion Daily FTSE China Bear 3X Shares	Direxion	Inverse Equity: China - Large Cap		--	--	--	--	YANG	Direxion Daily FTSE China Bear 3X Shares	Equity	Asia-Pacific	China	Size and Style	Large Cap	Broad-based	Yes	No	No	FTSE China 50 Index-USD NET	Hong Kong-listed	Market Cap	No	YANG	Direxion Daily FTSE China Bear 3X Shares	0.00%	--	--		--	--    	--		YANG	Direxion Daily FTSE China Bear 3X Shares	Direxion	0.98%	$67.47M	0.08%	Inverse Equity: China - Large Cap	YANG	Direxion Daily FTSE China Bear 3X Shares	Open-Ended Fund	20.00	39.60	1099
YAO	Guggenheim China All-Cap ETF	Guggenheim	Equity: China - Total Market		D	76	46	34	YAO	Guggenheim China All-Cap ETF	Equity	Asia-Pacific	China	Size and Style	Total Market	Broad-based	No	No	No	AlphaShares China All-Cap Index	Market Cap	Market Cap	No	YAO	Guggenheim China All-Cap ETF	2.11%	12.60	1.37		--	--    	--		YAO	Guggenheim China All-Cap ETF	Guggenheim	0.70%	$20.42M	0.39%	Equity: China - Total Market	YAO	Guggenheim China All-Cap ETF	Open-Ended Fund	20.00	39.60	1099
YCL	ProShares Ultra Yen	ProShares	Leveraged Currency: Japanese Yen		--	--	--	--	YCL	ProShares Ultra Yen	Currency	Asia-Pacific	Japan	Japanese Yen	Japanese Yen	Derivative	No	Yes	No	USD/JPY Exchange Rate	Single Asset	Single Asset	No	YCL	ProShares Ultra Yen	0.00%	--	--		--	--    	--		YCL	ProShares Ultra Yen	ProShares	0.88%	$5.65M	0.19%	Leveraged Currency: Japanese Yen	YCL	ProShares Ultra Yen	Commodities Pool	27.84	27.84	K-1
YCS	ProShares UltraShort Yen	ProShares	Inverse Currency: Japanese Yen		--	--	--	--	YCS	ProShares UltraShort Yen	Currency	Asia-Pacific	Japan	Japanese Yen	Japanese Yen	Derivative	Yes	No	No	USD/JPY Exchange Rate	Single Asset	Single Asset	No	YCS	ProShares UltraShort Yen	0.00%	--	--		--	--    	--		YCS	ProShares UltraShort Yen	ProShares	0.92%	$310.10M	0.06%	Inverse Currency: Japanese Yen	YCS	ProShares UltraShort Yen	Commodities Pool	27.84	27.84	K-1
YDIV	First Trust International Multi-Asset Diversified Income ETF	First Trust	Asset Allocation: Target Outcome		--	--	--	--	YDIV	First Trust International Multi-Asset Diversified Income ETF	Asset Allocation	Global Ex-U.S.	Global Ex-U.S.	Asset Allocation	Target Outcome	Income	No	No	No	NASDAQ International Multi-Asset Diversified Income Index	Fixed	Fixed	No	YDIV	First Trust International Multi-Asset Diversified Income ETF	4.63%	--	--		--	--    	--		YDIV	First Trust International Multi-Asset Diversified Income ETF	First Trust	0.78%	$9.08M	1.39%	Asset Allocation: Target Outcome	YDIV	First Trust International Multi-Asset Diversified Income ETF	Open-Ended Fund	20.00	39.60	1099
YGRO	RBC Yorkville MLP Distribution Growth Leaders ETN	Royal Bank of Canada	Equity: U.S. MLPs		--	--	--	--	YGRO	RBC Yorkville MLP Distribution Growth Leaders ETN	Equity	North America	U.S.	Sector	Energy	MLPs	No	No	Yes	Yorkville MLP Distribution Growth Leaders Liquid Index TR	Proprietary	Proprietary	No	YGRO	RBC Yorkville MLP Distribution Growth Leaders ETN	9.43%	--	--		--	--    	--		YGRO	RBC Yorkville MLP Distribution Growth Leaders ETN	Royal Bank of Canada	0.90%	$12.37M	0.64%	Equity: U.S. MLPs	YGRO	RBC Yorkville MLP Distribution Growth Leaders ETN	Exchange-Traded Note	20.00	39.60	1099
